other_species_id,other_species_group,other_species_code,other_species_name,other_species_sensitive,other_species_np,other_species_size_min,other_species_size_max,other_species_unit,other_species_category,other_species_motivation,site_code,year,id_reporte,other_species_type,other_species_id_type,other_species_id_unit
2465,P,,Armeria genesiana Nieto Fel. subsp. genesiana,,,,,,P,"A,B",ES0000090,2023,135,np,203,
2467,P,,Armeria godayana Font Quer,,,78.0,78.0,grids1x1,,"A,B",ES2420126,2023,135,np,203,22.0
2468,P,,Armeria hirta Willd.,,,1999.0,1999.0,i,V,"A,D",ES0000049,2023,135,np,203,36.0
2469,P,,Armeria hispalensis Pau,,,,,,P,"B,D",ES0000024,2023,135,np,203,
2476,P,,Armeria macrophylla Boiss. & Reut.,,,,,i,C,D,ES0000049,2023,135,np,203,36.0
2477,P,,Armeria malacitana Nieto Fel.,,,,,,P,D,ES6170011,2023,135,np,203,
2482,P,,Armeria pauana (Bernis) Nieto Fel.,,,1180.0,1180.0,i,R,D,ES6160006,2023,135,np,203,36.0
2485,P,,Armeria pubigera (Desf.) Boiss.,,,,,,P,B,ES0000087,2023,135,np,203,
2487,P,,Armeria pungens (Link) Hoffmanns. & Link,,,400.0,1000.0,i,C,D,ES0000337,2023,135,np,203,36.0
2488,P,,Armeria quichiotis (Gonz.-Albo) A.W. Hill,,,,,,P,"A,B,D",ES4210017,2023,135,np,203,
2496,P,,Armeria splendens (Lag. & Rodr.) Webb,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
2497,P,,Armeria trachyphylla Lange,,,,,,R,"B,D",ES4230013,2023,135,np,203,
2499,P,,Armeria velutina,,1.0,,,,R,,ES0000025,2023,135,c,202,
2499,P,,Armeria velutina,,,13459404.0,42250133.0,area,P,,ES0000024,2023,135,p,201,9.0
2502,P,,Armeria villosa subsp. alcaracensis Nieto Fel.,,,,,,P,"B,D",ES4210008,2023,135,np,203,
2505,P,,Arum cylindraceum Gasp.,,,,,,P,D,ES2120002,2023,135,np,203,
2509,P,,Arum pictum L. f.,,,,,,,B,ES0000073,2023,135,np,203,
2510,P,,Arum pictum subsp. sagittifolium Rosselló & L. Sáez,,,,,,,B,ES0000145,2023,135,np,203,
2530,P,,Asphodelus roseus Humbert & Maire,,,,,i,V,D,ES0000049,2023,135,np,203,36.0
2537,P,,Asplenium billotii F.W. Schultz,,,1.0,1.0,grids1x1,V,D,ES6200006,2023,135,np,203,22.0
5401,P,,Juncus bulbosus L.,,,,,,P,D,ES0000057,2023,135,np,203,
2539,P,,Asplenium fontanum (L.) Bernh. subsp. fontanum,,,,,,R,D,ES6200008,2023,135,np,203,
2540,P,,Asplenium foreziense Legrand ex Hérib. in Magnier,,,,,,R,D,ES4230002,2023,135,np,203,
2543,P,,Asplenium majoricum Litard.,,,,,,,B,ES0000225,2023,135,np,203,
2544,P,,Asplenium marinum L.,,,15.0,15.0,i,,D,ES5213018,2023,135,np,203,36.0
2545,P,,Asplenium onopteris L.,,,,,,P,D,ES2410012,2023,135,np,203,
2546,P,,Asplenium petrarchae (Guérin) DC.,,,7.0,7.0,i,P,D,ES0000053,2023,135,np,203,36.0
2548,P,,Asplenium petrarchae subsp. bivalens (D.E. Mey.) Lovis & Reichst.,,,680.0,,i,R,D,ES0000031,2023,135,np,203,36.0
2551,P,,Asplenium seelosii Leybold,,,43.0,43.0,i,V,"A,D",ES0000035,2023,135,np,203,36.0
2552,P,,Asplenium celtibericum Rivas Mart.,1.0,,,,tufts,V,D,ES6140005,2023,135,np,203,41.0
2560,P,,Asplenium viride Huds.,,,,,,P,D,ES2410054,2023,135,np,203,
2567,P,,Astragalus alopecuroides subsp. grosii (Pau) Rivas Goday & Rivas Mart.,,,,,,C,"B,D",ES4240009,2023,135,np,203,
2568,P,,Astragalus alpinus L.,,,,,,P,D,ES0000016,2023,135,np,203,
2569,P,,Astragalus australis (L.) Lam.,,,1.0,1.0,grids10x10,V,D,ES4130003,2023,135,np,203,47.0
2572,P,,Astragalus balearicus Chater,,,,,,,B,ES0000073,2023,135,np,203,
2573,P,,Astragalus boeticus L.,,,1.0,,localities,P,D,ES0000046,2023,135,np,203,35.0
2575,P,,Astragalus cavanillesii Podlech,,,,,i,P,"A,D",ES6110004,2023,135,np,203,36.0
2576,P,,Astragalus clusianus Soldano,,,,,,P,"B,D",ES4250009,2023,135,np,203,
2578,P,,Astragalus danicus Retz.,,,1.0,1.0,grids10x10,V,"A,D",ES4140011,2023,135,np,203,47.0
2581,P,,Astragalus edulis Bunge,,,2.0,5.0,localities,V,"A,D",ES0000046,2023,135,np,203,35.0
2583,P,,"Astragalus gines-lopezii Talavera, Podlech, Devesa & Vázq. Pardo",,,,,,P,A,ES4310066,2023,135,np,203,
2586,P,,Astragalus granatensis Lam.,,,,,,P,D,ES4240016,2023,135,np,203,
2588,P,,Astragalus hispanicus Bunge,,,7.0,7.0,grids1x1,R,"B,D",ES6200028,2023,135,np,203,22.0
2595,P,,Astragalus longidentatus Chater,,,1.0,,localities,P,"A,D",ES6110005,2023,135,np,203,35.0
2599,P,,Astragalus nevadensis Boiss.,,,,,,P,B,ES6140009,2023,135,np,203,
2600,P,,Astragalus nevadensis Boiss. subsp. nevadensis,,,1500.0,2000.0,i,P,D,ES6170006,2023,135,np,203,36.0
2602,P,,Astragalus nitidiflorus Jiménez Mun. & Pau,,,,,,V,A,ES6200040,2023,135,np,203,
2603,P,,Astragalus oxyglottis M. Bieb.,,,,,,V,A,ES4230013,2023,135,np,203,
2606,P,,Astragalus penduliflorus Lam.,,,,,,P,A,ES0000149,2023,135,np,203,
2609,P,,Astragalus sesameus L.,,,,,,P,D,ES0000276,2023,135,np,203,
2610,P,,Astragalus stella L.,,,,,,P,D,ES0000276,2023,135,np,203,
2613,P,,Astragalus turolensis Pau,,,1.0,1.0,grids1x1,V,D,ES4170057,2023,135,np,203,22.0
2614,P,,Astragalus vesicarius L.,,,1.0,1.0,grids10x10,V,"A,D",ES4170119,2023,135,np,203,47.0
2616,P,,Astrantia major L.,,,,,,R,D,ES0000164,2023,135,np,203,
2618,P,,Athamanta hispanica Degen & Hervier,,,2.0,2.0,grids1x1,,D,ES0000262,2023,135,np,203,22.0
2623,P,,Athyrium filix-femina (L.) Roth,,,,,,P,D,ES0000090,2023,135,np,203,
2639,P,,Atriplex glauca L.,,,,,,P,D,ES4210011,2023,135,np,203,
2650,P,,Biscutella baetica Boiss. & Reut.,,,,,,C,B,ES6310001,2023,135,np,203,
2667,P,,Blysmus compressus (L.) Link,,,,,,P,D,ES4240007,2023,135,np,203,
2679,P,,Brassica balearica Pers.,,,,,,,B,ES0000073,2023,135,np,203,
2691,P,,Brassica oleracea L.,,,,,,P,D,ES0000318,2023,135,np,203,
2697,P,,Brassica repanda subsp. almeriensis Gómez-Campo,,,,,i,P,"A,D",ES6110003,2023,135,np,203,36.0
2704,P,,Botrychium lunaria (L.) Swartz,,,2.0,2.0,tufts,R,D,ES6140005,2023,135,np,203,41.0
2712,P,,Atriplex halimus L.,,,,,,V,D,ES6320001,2023,135,np,203,
2723,P,,Atropa baetica,1.0,,1.0,1.0,tufts,P,,ES6110003,2023,135,p,201,41.0
2724,P,,Atropa belladonna L.,,,45.0,45.0,tufts,V,D,ES0000035,2023,135,np,203,41.0
2735,P,,Baldellia ranunculoides (L.) Parl.,,,1.0,1.0,grids1x1,,D,ES0000287,2023,135,np,203,22.0
2738,P,,Barbarea vulgaris R. Br.,,,,,,P,D,ES2410056,2023,135,np,203,
2740,P,,Barlia robertiana (Loisel.) Greuter,,,1.0,1.0,grids1x1,V,"C,D",ES6200028,2023,135,np,203,22.0
2741,P,,Bartsia alpina L.,,,2.0,2.0,grids10x10,R,D,ES4120088,2023,135,np,203,47.0
2755,P,,Berberis vulgaris L.,,,,,,P,D,ES2200030,2023,135,np,203,
2761,P,,Berula erecta (Huds.) Coville,,,1.0,164.0,i,V,D,ES2110014,2023,135,np,203,36.0
2767,P,,Betula alba L.,,,,,,P,D,ES0000016,2023,135,np,203,
2769,P,,Betula pendula Roth,,,,,,P,A,ES2410026,2023,135,np,203,
2771,P,,Betula pendula subsp. fontqueri (Rothm.) G. Moreno & Peinado,,,2.0,2.0,grids10x10,R,"A,D",ES4110002,2023,135,np,203,47.0
2779,P,,Blackstonia perfoliata (L.) Huds.,,,,,,,D,ES5310123,2023,135,np,203,
2787,P,,Brassica repanda subsp. confusa (Emb. & Maire) Heywood,,,,,,R,D,ES6200016,2023,135,np,203,
2789,P,,Brassica repanda subsp. gypsicola Gómez-Campo,,,,,,P,"B,D",ES4240019,2023,135,np,203,
2797,P,,"Brimeura duvigneaudii (L. Llorens) Rosselló, Mus & Mayol",,,,,,,B,ES0000073,2023,135,np,203,
2800,P,,Brimeura fastigiata (Viv.) Chouard,,,,,,,B,ES5310126,2023,135,np,203,
2807,P,,Bufonia macropetala Willk.,,,,,,P,A,ES0000014,2023,135,np,203,
2820,P,,Bulbostylis cioniana (Savi) Lye,,,,,,P,A,ES0000014,2023,135,np,203,
2822,P,,Bunias erucago L.,,,,,,P,D,ES6150005,2023,135,np,203,
2832,P,,Bupleurum acutifolium Boiss.,,,200.0,300.0,i,P,"A,D",ES6170004,2023,135,np,203,36.0
2833,P,,Bupleurum angulosum L.,,,,,,P,B,ES2410008,2023,135,np,203,
2835,P,,Bupleurum barceloi Willk.,,,,,,,A,ES5310105,2023,135,np,203,
2847,P,,Bupleurum ranunculoides L.,,,120.0,120.0,i,R,"A,D",ES6140001,2023,135,np,203,36.0
2856,P,,Butomus umbellatus L.,,,1.0,1.0,grids10x10,C,D,ES4140136,2023,135,np,203,47.0
2858,P,,Buxus balearica Lam.,,,4.0,,localities,P,"A,D",ES6110008,2023,135,np,203,35.0
2860,P,,Buxus sempervirens L.,,,370.0,1100.0,i,R,D,ES6140005,2023,135,np,203,36.0
2866,P,,Apteranthes europaea (Guss.) Murb.,,,1.0,,localities,P,"A,D",ES6110005,2023,135,np,203,35.0
2867,P,,Caralluma munbyana (Munby) N.E. Br.,,,,,,P,D,ES4210008,2023,135,np,203,
2873,P,,Cardamine heptaphylla (Vill.) O.E. Schulz,,,,,,P,D,ES2110018,2023,135,np,203,
2878,P,,Cardamine parviflora L.,,,1.0,1.0,grids10x10,V,D,ES4150100,2023,135,np,203,47.0
2881,P,,Cardamine castellana Lihová & Marhold,,,1.0,1.0,grids10x10,V,"B,D",ES4110020,2023,135,np,203,47.0
2886,P,,Cardamine resedifolia L.,,,1.0,1.0,grids10x10,V,D,ES4130035,2023,135,np,203,47.0
2896,P,,Carduncellus balearicus,,,,,,R,,ES0000231,2023,135,p,201,
2899,P,,Carduncellus dianius Webb,,,,,,,A,ES5211007,2023,135,np,203,
2916,P,,Carduus myriacanthus,,,13769.0,13769.0,i,R,,ES6120008,2023,135,p,201,36.0
2921,P,,Carduus paui Devesa & Talavera,,,,,,P,D,ES2420037,2023,135,np,203,
2922,P,,Carduus platypus Lange,,,,,,P,D,ES4320039,2023,135,np,203,
2926,P,,Carduus rivasgodayanus Devesa & Talavera,,,,,,P,"A,B,D",ES6170005,2023,135,np,203,
2930,P,,Carex acuta L.,,,,,i,R,"A,D",ES0000049,2023,135,np,203,36.0
2933,P,,Carex arenaria L.,,,2.0,2.0,grids10x10,V,D,ES4160106,2023,135,np,203,47.0
2935,P,,Carex atrata L.,,,2.0,2.0,grids10x10,V,D,ES4130003,2023,135,np,203,47.0
2941,P,,Calamintha grandiflora (L.) Moench,,,,,,P,D,ES0000278,2023,135,np,203,
2946,P,,Calamintha rouyana (Briq.) Rouy,,,,,,,B,ES0000073,2023,135,np,203,
2965,P,,Callitriche lusitanica Schotsman,,,1.0,1.0,grids10x10,P,A,ES4110097,2023,135,np,203,47.0
2966,P,,Callitriche obtusangula Hegelm.,,,,,,P,D,ES6150007,2023,135,np,203,
2967,P,,Callitriche palustris L.,,,1.0,1.0,grids10x10,V,"A,D",ES4120092,2023,135,np,203,47.0
2969,P,,Callitriche regis-jubae Schotsman,,,,,i,V,D,ES0000049,2023,135,np,203,36.0
2974,P,,Calluna vulgaris (L.) Hull,,,,,,P,A,ES0000407,2023,135,np,203,
2986,P,,Campanula adsurgens Levier & Leresche,,,1.0,1.0,grids1x1,R,"A,B,D",ES4130038,2023,135,np,203,22.0
2988,P,,Campanula primulifolia Brot.,,,587.0,587.0,i,P,"A,D",ES0000051,2023,135,np,203,36.0
2996,P,,Campanula fastigiata Schult.,,,1.0,3.0,grids1x1,,D,ES6200046,2023,135,np,203,22.0
3001,P,,Campanula latifolia L.,,,1.0,1.0,grids1x1,V,"A,D",ES0000003,2023,135,np,203,22.0
3005,P,,Campanula mollis L.,,,75.0,75.0,i,,D,ES5213054,2023,135,np,203,36.0
3013,P,,Campanula hispanica Willk.,,,,,,P,D,ES2420038,2023,135,np,203,
3015,P,,Campanula semisecta Murb.,,,,,,V,"B,D",ES4230010,2023,135,np,203,
3016,P,,Campanula speciosa Pourr.,,,,,,P,B,ES2420036,2023,135,np,203,
3033,P,,"Capparis zoharyi Inocencio, D. Rivera, Obón & Alcaraz",,,3.0,3.0,grids1x1,,A,ES6200006,2023,135,np,203,22.0
3042,P,,Carduus carlinoides subsp. hispanicus (Kazmi) Franco,,,,,i,P,"B,D",ES6140004,2023,135,np,203,36.0
3054,P,,Carex camposii Boiss. & Reut.,,,218.0,3000.0,tufts,C,D,ES6140001,2023,135,np,203,41.0
3057,P,,Carex capillaris L.,,,1.0,1.0,grids10x10,R,D,ES0000003,2023,135,np,203,47.0
3059,P,,Carex caudata (Kük.) Pereda & M. Laínz,,,,,,V,"B,D",ES2200020,2023,135,np,203,
3065,P,,Carex davalliana Sm.,,,,,,P,D,ES4240007,2023,135,np,203,
3071,P,,Carex diandra Schrank,,,1.0,1.0,grids10x10,V,"A,D",ES4130035,2023,135,np,203,47.0
3077,P,,Carex divulsa Stokes,,,,,,P,D,ES0000398,2023,135,np,203,
3081,P,,Carex echinata Murray,,,,,,C,D,ES4240008,2023,135,np,203,
3082,P,,Carex elata All.,,,,,,R,D,ES5233030,2023,135,np,203,
3087,P,,Carex extensa Gooden.,,,,,,P,D,ES0000048,2023,135,np,203,
3091,P,,Carex frigida All.,,,2.0,2.0,grids10x10,R,D,ES4130003,2023,135,np,203,47.0
3092,P,,Carex furva Webb,,,,,i,P,"B,D",ES6140004,2023,135,np,203,36.0
3095,P,,Carex helodes Link,,,487.0,487.0,i,R,"A,D",ES6180005,2023,135,np,203,36.0
3096,P,,Carex hirta L.,,,,,tufts,P,D,ES0000035,2023,135,np,203,41.0
3098,P,,Carex hordeistichos Vill.,,,,,,V,D,ES0000130,2023,135,np,203,
3099,P,,Carex hostiana DC.,,,1.0,1.0,grids10x10,R,"A,D",ES4120088,2023,135,np,203,47.0
3104,P,,Carex laevigata Sm.,,,101.0,101.0,i,R,D,ES6150021,2023,135,np,203,36.0
3109,P,,Carex limosa L.,,,1.0,1.0,grids10x10,V,"A,B",ES4120092,2023,135,np,203,47.0
3112,P,,Carex macrostyla Lapeyr.,,,,,,P,B,ES0000016,2023,135,np,203,
3115,P,,Carex muricata L.,,,,,,P,A,ES0000014,2023,135,np,203,
3116,P,,Carex muricata L. subsp. muricata,,,1.0,1.0,grids1x1,V,A,ES4130003,2023,135,np,203,22.0
3119,P,,Carex nigra (L.) Reichard,,,,,,C,D,ES4240008,2023,135,np,203,
3120,P,,Carex oedipostyla Duval-Jouve,,,,,i,R,"B,D",ES0000049,2023,135,np,203,36.0
3124,P,,Carex panicea L.,,,1000.0,1000.0,area,V,D,ES6140001,2023,135,np,203,9.0
3130,P,,Carex pilulifera L.,,,,,,P,D,ES4240016,2023,135,np,203,
3133,P,,Carex pseudocyperus L.,,,,,,,D,ES6150004,2023,135,np,203,
3135,P,,Carex punctata Gaudin,,,1000.0,3000.0,i,V,"A,D",ES0000049,2023,135,np,203,36.0
3136,P,,Carex pyrenaica Wahlenb.,,,1.0,1.0,grids10x10,V,D,ES4130003,2023,135,np,203,47.0
3137,P,,Carex remota L.,,,,,i,P,D,ES0000051,2023,135,np,203,36.0
3139,P,,Carex rorulenta Porta,,,,,,,A,ES5310105,2023,135,np,203,
3140,P,,Carex rostrata Stokes,,,,,,P,D,ES2130002,2023,135,np,203,
3141,P,,Carex rupestris All.,,,2.0,4.0,grids10x10,R,D,ES4130035,2023,135,np,203,47.0
3146,P,,Carex strigosa Huds.,,,,,,R,"A,D",ES2200017,2023,135,np,203,
3147,P,,Carex sylvatica Huds.,,,,,,P,D,ES4210008,2023,135,np,203,
3152,P,,Carex umbrosa Host,,,,,,P,D,ES0000057,2023,135,np,203,
3155,P,,Carex vesicaria L.,,,,,,P,D,ES4240007,2023,135,np,203,
3169,P,,Caropsis verticillato-inundata,,,39070.0,103671.0,area,P,,ES0000024,2023,135,p,201,9.0
3189,P,,Castanea sativa Mill.,,,,,,P,D,ES0000052,2023,135,np,203,
3200,P,,Celtis australis L.,,,1.0,1.0,i,C,D,ES0000035,2023,135,np,203,36.0
3212,P,,Centaurea argecillensis Gredilla,,,,,,P,"B,D",ES4240014,2023,135,np,203,
3216,P,,Centaurea aspera subsp. scorpiurifolia (Dufour) Nyman,,,,,i,R,"A,D",ES6120008,2023,135,np,203,36.0
3218,P,,Centaurea avilae Pau,,,8.0,8.0,grids10x10,C,"A,B,D",ES4110002,2023,135,np,203,47.0
3219,P,,Centaurea barrasii Pau,,,1.0,,localities,V,"A,B",ES0000046,2023,135,np,203,35.0
3224,P,,Centaurea boissieri DC.,,,,,,P,"B,D",ES6130002,2023,135,np,203,
3234,P,,"Centaurea bombycina subsp. xeranthemoides (Willk.) Blanca, Cueto & Quesada",,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
3237,P,,Centaurea carratracensis Lange,,,,,,P,"A,B,D",ES6170009,2023,135,np,203,
3243,P,,Centaurea citricolor,,,3210.0,3210.0,i,R,,ES6160005,2023,135,p,201,36.0
3244,P,,Centaurea clementei DC.,,,89.0,89.0,i,R,"A,D",ES0000276,2023,135,np,203,36.0
3247,P,,Centaurea cordubensis Font Quer,,,350.0,350.0,i,R,D,ES6130007,2023,135,np,203,36.0
3261,P,,Centaurea exarata Coss.,,,,,,P,B,ES6150013,2023,135,np,203,
3263,P,,Centaurea gadorensis,,,59.0,59.0,i,P,,ES6140004,2023,135,p,201,36.0
3267,P,,Centaurea granatensis DC.,,,1.0,1.0,grids1x1,,"B,D",ES0000262,2023,135,np,203,22.0
3282,P,,Centaurea lagascana Graells,,,,,,P,D,ES2110018,2023,135,np,203,
3299,P,,Centaurea mariana Nyman,,,8.0,28.0,grids1x1,,D,ES6200022,2023,135,np,203,22.0
3300,P,,Centaurea maroccana Ball,,,1.0,,localities,R,A,ES0000046,2023,135,np,203,35.0
3304,P,,Centaurea monticola DC.,,,,,,P,D,ES6160007,2023,135,np,203,
3305,P,,Centaurea nevadensis Boiss. & Reut.,,,15.0,50.0,i,R,"A,D",ES6140003,2023,135,np,203,36.0
3317,P,,Centaurea paui Willk.,,,,,,,B,ES0000468,2023,135,np,203,
3319,P,,Centaurea pinnata,,,5.0,5.0,grids1x1,,,ES2430101,2023,135,p,201,22.0
3326,P,,Centaurea pulvinata,1.0,,30.0,100.0,i,V,,ES6140004,2023,135,p,201,36.0
3330,P,,Centaurea rouyi Coincy,,,,,,,B,ES0000213,2023,135,np,203,
3331,P,,Centaurea sagredoi Blanca,,,,,i,R,"B,D",ES6110013,2023,135,np,203,36.0
3332,P,,Centaurea saxicola Lag.,,,,,,C,A,ES0000269,2023,135,np,203,
3343,P,,Centaurea toletana Boiss. & Reut.,,,,,,C,B,ES4320035,2023,135,np,203,
3346,P,,Centaurium chloodes (Brot.) Samp.,,,,,,P,B,ES0000087,2023,135,np,203,
3362,P,,Centaurium quadrifolium subsp. parviflorum (Willk.) Pedrol,,,1.0,1.0,grids10x10,R,"A,D",ES0000115,2023,135,np,203,47.0
3364,P,,Centaurium somedanum,,,1832.0,1832.0,i,R,,ES4130035,2023,135,p,201,36.0
3364,P,1658,Centaurium somedanum,,,,,,P,,ES0000315,2023,135,p,201,
3369,P,,Centranthus lecoqii Jord.,,,,,,R,D,ES0000173,2023,135,np,203,
3370,P,,Centranthus lecoqii Jord. subsp. lecoqii,,,,,,P,D,ES4240007,2023,135,np,203,
3372,P,,Centranthus nevadensis Boiss.,,,1.0,,localities,P,"A,D",ES6110008,2023,135,np,203,35.0
3374,P,,Centranthus ruber (L.) DC. in Lam. & DC.,,,,,,R,D,ES6310001,2023,135,np,203,
3379,P,,Cephalanthera longifolia (L.) Fritsch,,,,,,P,D,ES4310032,2023,135,np,203,
3381,P,,Cephalanthera rubra (L.) Rich.,,,,,,P,D,ES0000173,2023,135,np,203,
3382,P,,Cephalaria boetica Boiss.,,,,,,P,"A,B,D",ES6170010,2023,135,np,203,
3383,P,,Cephalaria leucantha (L.) Roem. & Schult.,,,,,,R,D,ES6310001,2023,135,np,203,
3386,P,,Cephalaria squamiflora (Sieber) Greuter,,,,,,,B,ES0000221,2023,135,np,203,
3387,P,,Cephalaria squamiflora subsp. balearica (Willk.) Greuter,,,,,,,B,ES0000073,2023,135,np,203,
3390,P,,Cerastium alpinum L.,,,,,,P,D,ES2410059,2023,135,np,203,
3396,P,,Cerastium cerastoides (L.) Britton,,,1.0,1.0,grids10x10,V,D,ES4130003,2023,135,np,203,47.0
3400,P,,Cerastium dubium (Bastard) Guépin,,,1.0,1.0,grids1x1,V,"A,D",ES4180147,2023,135,np,203,22.0
3416,P,,Ceratocapnos heterocarpa Durieu,,,,,,P,A,ES4310066,2023,135,np,203,
3424,P,,Ceratophyllum demersum L.,,,1800.0,1800.0,area,P,D,ES6150013,2023,135,np,203,9.0
3444,P,,Chaenorhinum rupestre (Guss.) Speta,,,2.0,15.0,grids1x1,,D,ES6200023,2023,135,np,203,22.0
3447,P,,Chaenorhinum grandiflorum (Coss.) Willk.,,,3.0,,localities,P,"A,B,D",ES6110005,2023,135,np,203,35.0
3449,P,,Chaenorhinum grandiflorum subsp. carthaginense (Pau) Benedí,,,2.0,2.0,grids1x1,R,"A,B,D",ES0000257,2023,135,np,203,22.0
3470,P,,Chaenorhinum tenellum (Cav.) Lange,,,,,,P,"B,D",ES4210001,2023,135,np,203,
3485,P,,Chamaeiris reichenbachiana (Klatt) M.B. Crespo,,,1.0,1.0,grids10x10,R,D,ES0000205,2023,135,np,203,47.0
3486,P,,Cheirolophus sempervirens (L.) Pomel,,,6.0,7.0,i,R,D,ES6170007,2023,135,np,203,36.0
3487,P,,Cladium mariscus (L.) Pohl,,,1.0,1.0,grids1x1,V,D,ES4120090,2023,135,np,203,22.0
3488,P,,Coincya longirostra (Boiss.) Greuter & Burdet,,,45.0,45.0,i,V,D,ES6160006,2023,135,np,203,36.0
3495,P,,Colchicum triphyllum Kunze,,,,,,R,D,ES0000173,2023,135,np,203,
3496,P,,Colutea arborescens L.,,,,,,P,D,ES4250009,2023,135,np,203,
3497,P,,Colutea brevialata Lange,,,,,,P,D,ES4210001,2023,135,np,203,
3498,P,,Colutea hispanica Talavera & Arista,,,1.0,2.0,grids10x10,P,"B,D",ES6200026,2023,135,np,203,47.0
3505,P,,Cheirolophus uliginosus (Brot.) Dostál,,,75.0,100.0,i,P,"A,D",ES6150004,2023,135,np,203,36.0
3511,P,,Chenopodium bonus-henricus L.,,,,,,P,D,ES2410059,2023,135,np,203,
3518,P,,Chamaerops humilis L.,,,1.0,1.0,grids1x1,,D,ES0000260,2023,135,np,203,22.0
3521,P,,Chamaespartium delphinense (Verl.) Soják,,,1.0,1.0,grids10x10,R,"A,D",ES4170135,2023,135,np,203,47.0
3523,P,,Chamaespartium undulatum (Ern) Talavra & L. Sáez,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
3532,P,,Chamaesyce peplis (L.) Prokh.,,,,,,P,D,ES0000144,2023,135,np,203,
3544,P,,Cheirolophus intybaceus (Lam.) Dostál,,,1.0,,localities,P,"A,D",ES6110005,2023,135,np,203,35.0
3565,P,,Cicendia filiformis (L.) Delarbre,,,,,,,D,ES5310126,2023,135,np,203,
3583,P,,Cirsium gaditanum Talavera & Valdés,,,,,,P,"B,D",ES6130002,2023,135,np,203,
3585,P,,Cirsium heterophyllum (L.) Hill,,,,,,P,A,ES2130002,2023,135,np,203,
3598,P,,Cirsium rosulatum Talavera & Valdés,,,274.0,309.0,tufts,R,"A,D",ES0000035,2023,135,np,203,41.0
3599,P,,Cirsium scabrum (Poir.) Bonnet & Barratte,,,100.0,,i,R,D,ES0000031,2023,135,np,203,36.0
3607,P,,Cistanche phelypaea (L.) Cout.,,,,,,P,D,ES0000087,2023,135,np,203,
3613,P,,Cistus creticus L.,,,,,,P,D,ES4210001,2023,135,np,203,
3614,P,,Cistus crispus L.,,,,,,C,D,ES0000052,2023,135,np,203,
3618,P,,Cistus ladanifer L.,,,,,,C,D,ES0000052,2023,135,np,203,
3619,P,,Cistus ladanifer L. subsp. ladanifer,,,1.0,19.0,grids1x1,,D,ES6200039,2023,135,np,203,22.0
3622,P,,Cistus laurifolius L.,,,,,,P,D,ES2200037,2023,135,np,203,
3625,P,,Cistus populifolius L.,,,,,,C,D,ES0000052,2023,135,np,203,
3626,P,,Cistus populifolius L. subsp. populifolius,,,,,,V,D,ES0000173,2023,135,np,203,
3628,P,,"Cistus psilosepalus auct., non Sweet",,,,,,P,"B,D",ES4250001,2023,135,np,203,
3635,P,,Clematis campaniflora Brot.,,,,,,P,D,ES4320039,2023,135,np,203,
3636,P,,Clematis cirrhosa L.,,,1.0,1.0,grids1x1,,D,ES6200006,2023,135,np,203,22.0
3637,P,,Clematis flammula L.,,,,,,P,D,ES2130010,2023,135,np,203,
3650,P,,Clypeola cyclodontea Delile,,,,,,V,A,ES2430041,2023,135,np,203,
3651,P,,Clypeola eriocarpa Cav.,,,,,i,P,"A,D",ES0000035,2023,135,np,203,36.0
3658,P,,Cneorum tricoccon L.,,,100.0,150.0,i,P,D,ES6140011,2023,135,np,203,36.0
3659,P,,Cochlearia aestuaria (J. Lloyd) Heywood,,,,,,P,D,ES2120004,2023,135,np,203,
3660,P,,Cochlearia aragonensis H.J. Coste & Soulié,,,,,,P,D,ES2110018,2023,135,np,203,
3664,P,,Cochlearia glastifolia L.,,,1.0,1.0,grids10x10,R,"B,D",ES4170055,2023,135,np,203,47.0
3666,P,,Cochlearia megalosperma (Maire) Vogt,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
3670,P,,Coeloglossum viride (L.) Hartm.,,,,,,P,D,ES2120002,2023,135,np,203,
3678,P,,Conopodium pyrenaeum (Loisel.) Miégev.,,,,,,P,B,ES2410003,2023,135,np,203,
3690,P,,Convallaria majalis L.,,,1.0,1.0,grids10x10,R,D,ES4110020,2023,135,np,203,47.0
3695,P,,Convolvulus boissieri Steud.,1.0,,,,i,V,D,ES6170007,2023,135,np,203,36.0
3713,P,,Corema album (L.) D. Don,,,66.0,66.0,i,P,D,ES6150002,2023,135,np,203,36.0
3718,P,,Coriaria myrtifolia L.,,,1.0,1.0,grids10x10,P,D,ES0000257,2023,135,np,203,47.0
3720,P,,Coris hispanica Lange,,,2.0,,localities,P,"A,D",ES0000046,2023,135,np,203,35.0
3728,P,,Cornus sanguinea L.,,,,,,P,D,ES4320039,2023,135,np,203,
3729,P,,Cornus sanguinea L. subsp. sanguinea,,,8.0,8.0,i,V,D,ES6110008,2023,135,np,203,36.0
3730,P,,Coronilla glauca L.,,,,,,P,D,ES4210016,2023,135,np,203,
3731,P,,Coronilla juncea L.,,,,,,P,D,ES4320039,2023,135,np,203,
3741,P,,Coronopus navasii,,,,,,R,,ES4240017,2023,135,p,201,
3745,P,,Corrigiola litoralis L.,,,,,,,D,ES5310118,2023,135,np,203,
