CUADRICULA,CCAA,Provincia
30SYG45,,
30SYG05,,
29SPB35,Andalucía,Huelva
29SPB45,Andalucía,Huelva
29SPB55,Andalucía,Huelva
29SPB65,Andalucía,Huelva
29SPB75,Andalucía,Huelva
29SPB85,Andalucía,Huelva
29SPB95,Andalucía,Huelva
29SQB05,Andalucía,Huelva
29SQB15,Andalucía,Huelva
29SQB25,Andalucía,Huelva
29SQB35,Andalucía,Huelva
29SQB35,Andalucía,Sevilla
29SQB45,Andalucía,Sevilla
29SQB55,Andalucía,Sevilla
29SQB65,Andalucía,Sevilla
30STG35,Andalucía,Sevilla
30STG45,Andalucía,Sevilla
30STG55,Andalucía,Sevilla
30STG65,Andalucía,Sevilla
30STG75,Andalucía,Sevilla
30STG85,Andalucía,Sevilla
30STG95,Andalucía,Sevilla
30SUG05,Andalucía,Sevilla
30SUG15,Andalucía,Sevilla
30SUG25,Andalucía,Sevilla
30SUG25,Andalucía,Córdoba
30SUG35,Andalucía,Sevilla
30SUG35,Andalucía,Córdoba
30SUG45,Andalucía,Córdoba
30SUG55,Andalucía,Córdoba
30SUG65,Andalucía,Córdoba
30SUG75,Andalucía,Córdoba
30SUG85,Andalucía,Córdoba
30SUG95,Andalucía,Jaén
30SUG95,Andalucía,Córdoba
30SVG05,Andalucía,Jaén
30SVG05,Andalucía,Córdoba
30SVG15,Andalucía,Jaén
30SVG25,Andalucía,Jaén
30SVG35,Andalucía,Granada
30SVG35,Andalucía,Jaén
30SVG45,Andalucía,Granada
30SVG45,Andalucía,Jaén
30SVG55,Andalucía,Granada
30SVG55,Andalucía,Jaén
30SVG65,Andalucía,Granada
30SVG65,Andalucía,Jaén
30SVG75,Andalucía,Granada
30SVG75,Andalucía,Jaén
30SVG85,Andalucía,Granada
30SVG95,Andalucía,Granada
30SWG05,Andalucía,Granada
30SWG15,Andalucía,Granada
30SWG25,Andalucía,Granada
30SWG35,Andalucía,Granada
30SWG45,Andalucía,Almería
30SWG45,Andalucía,Granada
30SWG55,Andalucía,Almería
30SWG55,Andalucía,Granada
30SWG65,Andalucía,Almería
30SWG75,Andalucía,Almería
30SWG85,Andalucía,Almería
30SWG95,Región de Murcia,Almería
30SWG95,Región de Murcia,Murcia
30SWG95,Andalucía,Almería
30SWG95,Andalucía,Murcia
30SXG05,Región de Murcia,Murcia
30SXG15,Región de Murcia,Murcia
30SXG25,Región de Murcia,Murcia
30SXG35,Región de Murcia,Murcia
30SXG45,Región de Murcia,Murcia
30SXG55,Región de Murcia,Murcia
30SXG65,Región de Murcia,Murcia
30SXG75,Región de Murcia,Murcia
30SXG85,Región de Murcia,Murcia
31SBB94,,
31SBB84,,
31SBB74,,
31SBB64,,
31SBB54,,
31SBB44,,
31SBB34,,
30SYG24,,
30SYG54,,
30SYG04,,
30SYG44,,
30SYG64,,
30SYG34,,
30SYG14,,
31SBB83,,
31SBB73,,
31SBB63,,
31SBB53,,
31SBB43,,
31SBB33,,
30SYG63,,
30SYG23,,
30SYG33,,
30SYG13,,
30SYG43,,
30SYG53,,
31SBB72,,
31SBB62,,
31SBB52,,
31SBB42,,
31SBB32,,
30SYG62,,
30SYG52,,
30SYG32,,
30SYG42,,
30SYG12,,
30SYG22,,
31SBB61,,
31SBB51,,
31SBB41,,
31SBB31,,
30SYG61,,
30SYG21,,
30SYG41,,
30SYG51,,
30SYG31,,
31SBB40,,
31SBB30,,
30SYG60,,
30SYG20,,
30SYG40,,
30SYG30,,
30SYG50,,
31SBA39,,
30SYF69,,
30SYF59,,
30SYF49,,
30SYF39,,
30SYF58,,
30SYF48,,
30SYF38,,
30SXG44,,
30SXG54,,
30SXG53,,
30SXG64,,
30SXG63,,
30SXG62,,
30SXG61,,
30SXG74,,
30SXG73,,
30SXG72,,
30SXG71,,
30SXG70,,
30SXF79,,
30SXG84,,
30SXG94,,
30SXG93,,
30SXG83,,
30SYG03,,
30SYG02,,
30SXG92,,
30SXG82,,
30SXG81,,
30SXG91,,
30SYG01,,
30SYG11,,
30SYG10,,
30SXG90,,
30SXG80,,
30SYG00,,
30SYF09,,
30SXF99,,
30SYF29,,
30SYF19,,
30SXF89,,
30SXF88,,
30SYF08,,
30SYF18,,
30SXF98,,
30SYF28,,
30SYF07,,
30SYF37,,
30SXF87,,
30SYF17,,
30SXF97,,
30SYF27,,
30SYF06,,
30SYF16,,
30SXF96,,
29SPB34,Andalucía,Huelva
29SPB44,Andalucía,Huelva
29SPB54,Andalucía,Huelva
29SPB64,Andalucía,Huelva
29SPB74,Andalucía,Huelva
29SPB84,Andalucía,Huelva
29SPB94,Andalucía,Huelva
29SQB04,Andalucía,Huelva
29SQB14,Andalucía,Huelva
29SQB24,Andalucía,Huelva
29SQB34,Andalucía,Huelva
29SQB34,Andalucía,Sevilla
29SQB44,Andalucía,Sevilla
29SQB54,Andalucía,Sevilla
29SQB64,Andalucía,Sevilla
30STG34,Andalucía,Sevilla
30STG44,Andalucía,Sevilla
30STG54,Andalucía,Sevilla
30STG64,Andalucía,Sevilla
30STG74,Andalucía,Sevilla
30STG84,Andalucía,Sevilla
30STG94,Andalucía,Sevilla
30SUG04,Andalucía,Sevilla
30SUG14,Andalucía,Sevilla
30SUG24,Andalucía,Sevilla
30SUG34,Andalucía,Sevilla
30SUG34,Andalucía,Córdoba
30SUG44,Andalucía,Córdoba
30SUG54,Andalucía,Córdoba
30SUG64,Andalucía,Córdoba
30SUG74,Andalucía,Córdoba
30SUG84,Andalucía,Córdoba
30SUG94,Andalucía,Córdoba
30SVG04,Andalucía,Granada
30SVG04,Andalucía,Jaén
30SVG04,Andalucía,Córdoba
30SVG14,Andalucía,Granada
30SVG14,Andalucía,Jaén
30SVG14,Andalucía,Córdoba
30SVG24,Andalucía,Granada
30SVG24,Andalucía,Jaén
30SVG34,Andalucía,Granada
30SVG34,Andalucía,Jaén
30SVG44,Andalucía,Granada
30SVG54,Andalucía,Granada
30SVG64,Andalucía,Granada
30SVG74,Andalucía,Granada
30SVG84,Andalucía,Granada
30SVG94,Andalucía,Granada
30SWG04,Andalucía,Granada
30SWG14,Andalucía,Granada
30SWG24,Andalucía,Granada
30SWG34,Andalucía,Almería
30SWG34,Andalucía,Granada
30SWG44,Andalucía,Almería
30SWG44,Andalucía,Granada
30SWG54,Andalucía,Almería
30SWG64,Andalucía,Almería
30SWG74,Andalucía,Almería
30SWG84,Andalucía,Almería
30SWG94,Región de Murcia,Almería
30SWG94,Región de Murcia,Murcia
30SWG94,Andalucía,Almería
30SWG94,Andalucía,Murcia
30SXG04,Región de Murcia,Almería
30SXG04,Región de Murcia,Murcia
30SXG04,Andalucía,Almería
30SXG04,Andalucía,Murcia
30SXG14,Región de Murcia,Almería
30SXG14,Región de Murcia,Murcia
30SXG14,Andalucía,Almería
30SXG14,Andalucía,Murcia
30SXG24,Región de Murcia,Murcia
30SXG34,Región de Murcia,Murcia
30SXG43,,
30SXG33,,
30SXG52,,
30SXG42,,
30SXG51,,
30SXG60,,
29SPB33,Andalucía,Huelva
29SPB43,Andalucía,Huelva
29SPB53,Andalucía,Huelva
29SPB63,Andalucía,Huelva
29SPB73,Andalucía,Huelva
29SPB83,Andalucía,Huelva
29SPB93,Andalucía,Huelva
29SQB03,Andalucía,Huelva
29SQB13,Andalucía,Huelva
29SQB23,Andalucía,Huelva
29SQB33,Andalucía,Huelva
29SQB33,Andalucía,Sevilla
29SQB43,Andalucía,Sevilla
29SQB53,Andalucía,Sevilla
29SQB63,Andalucía,Sevilla
30STG33,Andalucía,Sevilla
30STG43,Andalucía,Sevilla
30STG53,Andalucía,Sevilla
30STG63,Andalucía,Sevilla
30STG73,Andalucía,Sevilla
30STG83,Andalucía,Sevilla
30STG93,Andalucía,Sevilla
30SUG03,Andalucía,Sevilla
30SUG13,Andalucía,Sevilla
30SUG23,Andalucía,Sevilla
30SUG33,Andalucía,Sevilla
30SUG33,Andalucía,Córdoba
30SUG43,Andalucía,Sevilla
30SUG43,Andalucía,Córdoba
30SUG53,Andalucía,Sevilla
30SUG53,Andalucía,Córdoba
30SUG63,Andalucía,Córdoba
30SUG73,Andalucía,Córdoba
30SUG83,Andalucía,Córdoba
30SUG93,Andalucía,Granada
30SUG93,Andalucía,Córdoba
30SVG03,Andalucía,Granada
30SVG03,Andalucía,Córdoba
30SVG13,Andalucía,Granada
30SVG13,Andalucía,Jaén
30SVG13,Andalucía,Córdoba
30SVG23,Andalucía,Granada
30SVG23,Andalucía,Jaén
30SVG33,Andalucía,Granada
30SVG43,Andalucía,Granada
30SVG53,Andalucía,Granada
30SVG63,Andalucía,Granada
30SVG73,Andalucía,Granada
30SVG83,Andalucía,Granada
30SVG93,Andalucía,Granada
30SWG03,Andalucía,Granada
30SWG13,Andalucía,Granada
30SWG23,Andalucía,Granada
30SWG33,Andalucía,Almería
30SWG33,Andalucía,Granada
30SWG43,Andalucía,Almería
30SWG53,Andalucía,Almería
30SWG63,Andalucía,Almería
30SWG73,Andalucía,Almería
30SWG83,Andalucía,Almería
30SWG93,Andalucía,Almería
30SXG03,Andalucía,Almería
30SXG13,Región de Murcia,Almería
30SXG13,Región de Murcia,Murcia
30SXG13,Andalucía,Almería
30SXG13,Andalucía,Murcia
30SXG23,Región de Murcia,Almería
30SXG23,Región de Murcia,Murcia
30SXG23,Andalucía,Almería
30SXG23,Andalucía,Murcia
30SXG32,,
30SXG22,,
30SXG41,,
30SXG31,,
30SXG50,,
30SXG40,,
30SXF59,,
30SXF69,,
30SXF78,,
29SPB32,Andalucía,Huelva
29SPB42,Andalucía,Huelva
29SPB52,Andalucía,Huelva
29SPB62,Andalucía,Huelva
29SPB72,Andalucía,Huelva
29SPB82,Andalucía,Huelva
29SPB92,Andalucía,Huelva
29SQB02,Andalucía,Huelva
29SQB12,Andalucía,Huelva
29SQB22,Andalucía,Huelva
29SQB32,Andalucía,Huelva
29SQB32,Andalucía,Sevilla
29SQB42,Andalucía,Sevilla
29SQB52,Andalucía,Sevilla
29SQB62,Andalucía,Sevilla
30STG32,Andalucía,Sevilla
30STG42,Andalucía,Sevilla
30STG52,Andalucía,Sevilla
30STG62,Andalucía,Sevilla
30STG72,Andalucía,Sevilla
30STG82,Andalucía,Sevilla
30STG92,Andalucía,Sevilla
30SUG02,Andalucía,Sevilla
30SUG12,Andalucía,Sevilla
30SUG22,Andalucía,Sevilla
30SUG32,Andalucía,Sevilla
30SUG42,Andalucía,Málaga
30SUG42,Andalucía,Sevilla
30SUG52,Andalucía,Málaga
30SUG52,Andalucía,Sevilla
30SUG52,Andalucía,Córdoba
30SUG62,Andalucía,Málaga
30SUG62,Andalucía,Córdoba
30SUG72,Andalucía,Málaga
30SUG72,Andalucía,Córdoba
30SUG82,Andalucía,Málaga
30SUG82,Andalucía,Granada
30SUG82,Andalucía,Córdoba
30SUG92,Andalucía,Granada
30SUG92,Andalucía,Córdoba
30SVG02,Andalucía,Granada
30SVG12,Andalucía,Granada
30SVG22,Andalucía,Granada
30SVG32,Andalucía,Granada
30SVG42,Andalucía,Granada
30SVG52,Andalucía,Granada
30SVG62,Andalucía,Granada
30SVG72,Andalucía,Granada
30SVG82,Andalucía,Granada
30SVG92,Andalucía,Granada
30SWG02,Andalucía,Granada
30SWG12,Andalucía,Almería
30SWG12,Andalucía,Granada
30SWG22,Andalucía,Almería
30SWG22,Andalucía,Granada
30SWG32,Andalucía,Almería
30SWG32,Andalucía,Granada
30SWG42,Andalucía,Almería
30SWG52,Andalucía,Almería
30SWG62,Andalucía,Almería
30SWG72,Andalucía,Almería
30SWG82,Andalucía,Almería
30SWG92,Andalucía,Almería
30SXG02,Andalucía,Almería
30SXG12,Andalucía,Almería
30SXG11,,
30SXG21,,
30SXG30,,
29SPB41,Andalucía,Huelva
29SPB40,,
29SPA49,,
29SPB51,Andalucía,Huelva
29SPB50,,
29SPA59,,
29SPA58,,
29SPA57,,
29SPA56,,
29SPA55,,
29SPA54,,
29SPB61,Andalucía,Huelva
29SPB60,,
29SPA69,,
29SPA68,,
29SPA67,,
29SPB71,Andalucía,Huelva
29SPB70,,
29SPA79,,
29SPB81,Andalucía,Huelva
29SPB80,,
29SPB91,Andalucía,Huelva
29SQB01,Andalucía,Huelva
29SQB11,Andalucía,Huelva
29SQB21,Andalucía,Huelva
29SQB31,Andalucía,Huelva
29SQB31,Andalucía,Sevilla
29SQB41,Andalucía,Sevilla
29SQB51,Andalucía,Sevilla
29SQB61,Andalucía,Sevilla
30STG31,Andalucía,Sevilla
30STG41,Andalucía,Sevilla
30STG51,Andalucía,Sevilla
30STG61,Andalucía,Sevilla
30STG71,Andalucía,Sevilla
30STG81,Andalucía,Sevilla
30STG91,Andalucía,Sevilla
30SUG01,Andalucía,Sevilla
30SUG11,Andalucía,Sevilla
30SUG21,Andalucía,Málaga
30SUG21,Andalucía,Sevilla
30SUG31,Andalucía,Málaga
30SUG31,Andalucía,Sevilla
30SUG41,Andalucía,Málaga
30SUG41,Andalucía,Sevilla
30SUG51,Andalucía,Málaga
30SUG51,Andalucía,Córdoba
30SUG61,Andalucía,Málaga
30SUG61,Andalucía,Córdoba
30SUG71,Andalucía,Málaga
30SUG81,Andalucía,Málaga
30SUG81,Andalucía,Granada
30SUG81,Andalucía,Córdoba
30SUG91,Andalucía,Granada
30SVG01,Andalucía,Granada
30SVG11,Andalucía,Granada
30SVG21,Andalucía,Granada
30SVG31,Andalucía,Granada
30SVG41,Andalucía,Granada
30SVG51,Andalucía,Granada
30SVG61,Andalucía,Granada
30SVG71,Andalucía,Granada
30SVG81,Andalucía,Granada
30SVG91,Andalucía,Granada
30SWG01,Andalucía,Almería
30SWG01,Andalucía,Granada
30SWG11,Andalucía,Almería
30SWG11,Andalucía,Granada
30SWG21,Andalucía,Almería
30SWG21,Andalucía,Granada
30SWG31,Andalucía,Almería
30SWG31,Andalucía,Granada
30SWG41,Andalucía,Almería
30SWG51,Andalucía,Almería
30SWG61,Andalucía,Almería
30SWG71,Andalucía,Almería
30SWG81,Andalucía,Almería
30SWG91,Andalucía,Almería
30SXG01,Andalucía,Almería
29SPB90,Andalucía,Huelva
29SPA89,,
29SPA99,,
29SPA78,,
29SPA88,,
29SPA98,,
29SPA77,,
29SPA87,,
29SPA66,,
29SPA76,,
29SPA65,,
29SQB00,Andalucía,Huelva
29SQA09,,
29SQB10,Andalucía,Huelva
29SQB20,Andalucía,Huelva
29SQB30,Andalucía,Huelva
29SQB30,Andalucía,Sevilla
29SQB40,Andalucía,Sevilla
29SQB50,Andalucía,Sevilla
29SQB60,Andalucía,Sevilla
30STG30,Andalucía,Sevilla
30STG40,Andalucía,Sevilla
30STG50,Andalucía,Sevilla
30STG60,Andalucía,Sevilla
30STG70,Andalucía,Cádiz
30STG70,Andalucía,Sevilla
30STG80,Andalucía,Cádiz
30STG80,Andalucía,Sevilla
30STG90,Andalucía,Sevilla
30SUG00,Andalucía,Sevilla
30SUG10,Andalucía,Málaga
30SUG10,Andalucía,Sevilla
30SUG20,Andalucía,Málaga
30SUG20,Andalucía,Sevilla
30SUG30,Andalucía,Málaga
30SUG30,Andalucía,Sevilla
30SUG40,Andalucía,Málaga
30SUG50,Andalucía,Málaga
30SUG60,Andalucía,Málaga
30SUG70,Andalucía,Málaga
30SUG80,Andalucía,Málaga
30SUG80,Andalucía,Granada
30SUG90,Andalucía,Granada
30SVG00,Andalucía,Granada
30SVG10,Andalucía,Granada
30SVG20,Andalucía,Granada
30SVG30,Andalucía,Granada
30SVG40,Andalucía,Granada
30SVG50,Andalucía,Granada
30SVG60,Andalucía,Granada
30SVG70,Andalucía,Granada
30SVG80,Andalucía,Granada
30SVG90,Andalucía,Almería
30SVG90,Andalucía,Granada
30SWG00,Andalucía,Almería
30SWG00,Andalucía,Granada
30SWG10,Andalucía,Almería
30SWG20,Andalucía,Almería
30SWG30,Andalucía,Almería
30SWG40,Andalucía,Almería
30SWG50,Andalucía,Almería
30SWG60,Andalucía,Almería
30SWG70,Andalucía,Almería
30SWG80,Andalucía,Almería
30SWG90,Andalucía,Almería
30SXG00,Andalucía,Almería
30SXG20,,
30SXG10,,
29SQA19,Andalucía,Huelva
29SQA08,,
29SQA18,,
29SPA97,,
29SQA29,Andalucía,Huelva
29SQA39,Andalucía,Huelva
29SQA39,Andalucía,Sevilla
29SQA49,Andalucía,Sevilla
29SQA59,Andalucía,Sevilla
29SQA69,Andalucía,Sevilla
30STF39,Andalucía,Sevilla
30STF49,Andalucía,Cádiz
30STF49,Andalucía,Sevilla
30STF59,Andalucía,Cádiz
30STF59,Andalucía,Sevilla
30STF69,Andalucía,Cádiz
30STF69,Andalucía,Sevilla
30STF79,Andalucía,Cádiz
30STF79,Andalucía,Sevilla
30STF89,Andalucía,Cádiz
30STF89,Andalucía,Sevilla
30STF99,Andalucía,Cádiz
30STF99,Andalucía,Sevilla
30SUF09,Andalucía,Málaga
30SUF09,Andalucía,Cádiz
30SUF09,Andalucía,Sevilla
30SUF19,Andalucía,Málaga
30SUF19,Andalucía,Cádiz
30SUF19,Andalucía,Sevilla
30SUF29,Andalucía,Málaga
30SUF39,Andalucía,Málaga
30SUF49,Andalucía,Málaga
30SUF59,Andalucía,Málaga
30SUF69,Andalucía,Málaga
30SUF79,Andalucía,Málaga
30SUF89,Andalucía,Málaga
30SUF89,Andalucía,Granada
30SUF99,Andalucía,Málaga
30SUF99,Andalucía,Granada
30SVF09,Andalucía,Granada
30SVF19,Andalucía,Granada
30SVF29,Andalucía,Granada
30SVF39,Andalucía,Granada
30SVF49,Andalucía,Granada
30SVF59,Andalucía,Granada
30SVF69,Andalucía,Granada
30SVF79,Andalucía,Granada
30SVF89,Andalucía,Granada
30SVF99,Andalucía,Almería
30SVF99,Andalucía,Granada
30SWF09,Andalucía,Almería
30SWF09,Andalucía,Granada
30SWF19,Andalucía,Almería
30SWF29,Andalucía,Almería
30SWF39,Andalucía,Almería
30SWF49,Andalucía,Almería
30SWF59,Andalucía,Almería
30SWF69,Andalucía,Almería
30SWF79,Andalucía,Almería
30SWF89,Andalucía,Almería
30SWF99,Andalucía,Almería
30SXF09,Andalucía,Almería
30SXF29,,
30SXF49,,
30SXF39,,
30SXF19,,
30SXF38,,
30SXF68,,
30SXF58,,
30SXF48,,
30SXF28,,
30SXF08,,
30SXF18,,
30SXF47,,
30SXF57,,
30SXF67,,
30SXF37,,
30SXF77,,
30SXF17,,
30SXF27,,
30SXF36,,
30SXF46,,
30SXF26,,
30SXF86,,
30SXF56,,
30SXF66,,
30SXF76,,
30SXF85,,
30SXF65,,
30SXF55,,
30SXF35,,
30SXF75,,
30SXF45,,
30SXF74,,
30SXF54,,
30SXF44,,
30SXF64,,
30SXF63,,
29SQA28,Andalucía,Huelva
29SQA38,Andalucía,Cádiz
29SQA38,Andalucía,Huelva
29SQA38,Andalucía,Sevilla
29SQA48,Andalucía,Cádiz
29SQA48,Andalucía,Sevilla
29SQA58,Andalucía,Cádiz
29SQA58,Andalucía,Sevilla
29SQA68,Andalucía,Cádiz
29SQA68,Andalucía,Sevilla
30STF38,Andalucía,Cádiz
30STF38,Andalucía,Sevilla
30STF48,Andalucía,Cádiz
30STF48,Andalucía,Sevilla
30STF58,Andalucía,Cádiz
30STF68,Andalucía,Cádiz
30STF68,Andalucía,Sevilla
30STF78,Andalucía,Cádiz
30STF78,Andalucía,Sevilla
30STF88,Andalucía,Cádiz
30STF98,Andalucía,Málaga
30STF98,Andalucía,Cádiz
30SUF08,Andalucía,Málaga
30SUF08,Andalucía,Cádiz
30SUF18,Andalucía,Málaga
30SUF18,Andalucía,Cádiz
30SUF28,Andalucía,Málaga
30SUF38,Andalucía,Málaga
30SUF48,Andalucía,Málaga
30SUF58,Andalucía,Málaga
30SUF68,Andalucía,Málaga
30SUF78,Andalucía,Málaga
30SUF88,Andalucía,Málaga
30SUF98,Andalucía,Málaga
30SUF98,Andalucía,Granada
30SVF08,Andalucía,Málaga
30SVF08,Andalucía,Granada
30SVF18,Andalucía,Málaga
30SVF18,Andalucía,Granada
30SVF28,Andalucía,Málaga
30SVF28,Andalucía,Granada
30SVF38,Andalucía,Granada
30SVF48,Andalucía,Granada
30SVF58,Andalucía,Granada
30SVF68,Andalucía,Granada
30SVF78,Andalucía,Granada
30SVF88,Andalucía,Granada
30SVF98,Andalucía,Almería
30SVF98,Andalucía,Granada
30SWF08,Andalucía,Almería
30SWF08,Andalucía,Granada
30SWF18,Andalucía,Almería
30SWF28,Andalucía,Almería
30SWF38,Andalucía,Almería
30SWF48,Andalucía,Almería
30SWF58,Andalucía,Almería
30SWF68,Andalucía,Almería
30SWF78,Andalucía,Almería
30SWF88,Andalucía,Almería
30SWF98,Andalucía,Almería
30SWF97,,
30SXF07,,
30SXF16,,
30SXF25,,
29SQA07,,
29SQA17,,
29SQA27,Andalucía,Cádiz
29SQA37,Andalucía,Cádiz
29SQA37,Andalucía,Huelva
29SQA47,Andalucía,Cádiz
29SQA57,Andalucía,Cádiz
29SQA67,Andalucía,Cádiz
30STF37,Andalucía,Cádiz
30STF47,Andalucía,Cádiz
30STF57,Andalucía,Cádiz
30STF67,Andalucía,Cádiz
30STF77,Andalucía,Cádiz
30STF87,Andalucía,Cádiz
30STF97,Andalucía,Málaga
30STF97,Andalucía,Cádiz
30SUF07,Andalucía,Málaga
30SUF07,Andalucía,Cádiz
30SUF17,Andalucía,Málaga
30SUF17,Andalucía,Cádiz
30SUF27,Andalucía,Málaga
30SUF37,Andalucía,Málaga
30SUF47,Andalucía,Málaga
30SUF57,Andalucía,Málaga
30SUF67,Andalucía,Málaga
30SUF77,Andalucía,Málaga
30SUF87,Andalucía,Málaga
30SUF97,Andalucía,Málaga
30SVF07,Andalucía,Málaga
30SVF17,Andalucía,Málaga
30SVF27,Andalucía,Málaga
30SVF27,Andalucía,Granada
30SVF37,Andalucía,Málaga
30SVF37,Andalucía,Granada
30SVF47,Andalucía,Granada
30SVF57,Andalucía,Granada
30SVF67,Andalucía,Granada
30SVF77,Andalucía,Granada
30SVF87,Andalucía,Almería
30SVF87,Andalucía,Granada
30SVF97,Andalucía,Almería
30SVF97,Andalucía,Granada
30SWF07,Andalucía,Almería
30SWF17,Andalucía,Almería
30SWF27,Andalucía,Almería
30SWF37,Andalucía,Almería
30SWF47,Andalucía,Almería
30SWF46,,
30SWF57,Andalucía,Almería
30SWF56,,
30SWF67,Andalucía,Almería
30SWF77,Andalucía,Almería
30SWF87,Andalucía,Almería
29SPA86,,
29SPA96,,
29SQA06,,
29SQA16,,
29SQA26,Andalucía,Cádiz
29SPA75,,
29SPA85,,
29SPA95,,
29SQA05,,
29SQA15,,
29SQA25,,
29SPA64,,
29SPA74,,
29SPA84,,
29SPA94,,
29SQA04,,
29SQA14,,
29SPA53,,
29SPA63,,
29SPA73,,
29SPA83,,
29SPA93,,
29SQA03,,
29SPA52,,
29SPA62,,
29SPA72,,
29SPA82,,
29SPA92,,
29SPA41,,
29SPA51,,
29SPA61,,
29SPA71,,
29SQA36,Andalucía,Cádiz
29SQA46,Andalucía,Cádiz
29SQA56,Andalucía,Cádiz
29SQA66,Andalucía,Cádiz
30STF36,Andalucía,Cádiz
30STF46,Andalucía,Cádiz
30STF56,Andalucía,Cádiz
30STF66,Andalucía,Cádiz
30STF76,Andalucía,Cádiz
30STF86,Andalucía,Cádiz
30STF96,Andalucía,Málaga
30STF96,Andalucía,Cádiz
30SUF06,Andalucía,Málaga
30SUF16,Andalucía,Málaga
30SUF26,Andalucía,Málaga
30SUF36,Andalucía,Málaga
30SUF46,Andalucía,Málaga
30SUF56,Andalucía,Málaga
30SUF66,Andalucía,Málaga
30SUF76,Andalucía,Málaga
30SUF86,Andalucía,Málaga
30SUF85,,
30SUF96,Andalucía,Málaga
30SUF95,,
30SUF94,,
30SVF06,Andalucía,Málaga
30SVF05,,
30SVF04,,
30SVF03,,
30SVF02,,
30SVF16,Andalucía,Málaga
30SVF15,,
30SVF14,,
30SVF13,,
30SVF12,,
30SVF26,Andalucía,Málaga
30SVF25,,
30SVF24,,
30SVF23,,
30SVF22,,
30SVF36,Andalucía,Málaga
30SVF36,Andalucía,Granada
30SVF35,,
30SVF34,,
30SVF33,,
30SVF32,,
30SVF46,Andalucía,Granada
30SVF45,,
30SVF44,,
30SVF43,,
30SVF42,,
30SVF56,Andalucía,Granada
30SVF55,,
30SVF54,,
30SVF53,,
30SVF52,,
30SVF66,Andalucía,Granada
30SVF65,,
30SVF64,,
30SVF63,,
30SVF62,,
30SVF76,Andalucía,Granada
30SVF75,,
30SVF74,,
30SVF73,,
30SVF72,,
30SVF86,Andalucía,Almería
30SVF86,Andalucía,Granada
30SVF85,,
30SVF84,,
30SVF83,,
30SVF82,,
30SVF96,Andalucía,Almería
30SVF95,,
30SVF94,,
30SVF93,,
30SVF92,,
30SWF06,Andalucía,Almería
30SWF05,,
30SWF04,,
30SWF16,Andalucía,Almería
30SWF15,Andalucía,Almería
30SWF26,Andalucía,Almería
30SWF36,Andalucía,Almería
30SWF35,,
30SWF45,,
30SWF44,,
30SWF66,Andalucía,Almería
30SWF55,,
30SWF65,,
30SWF54,,
30SWF64,,
30SWF53,,
30SWF63,,
30SWF62,,
30SWF52,,
30SWF76,Andalucía,Almería
30SWF75,,
30SWF74,,
30SWF73,,
30SWF72,,
30SWF86,Andalucía,Almería
30SWF96,,
30SXF06,,
30SWF95,,
30SXF15,,
30SXF05,,
30SWF85,,
30SXF14,,
30SXF34,,
30SXF24,,
30SWF84,,
30SWF94,,
30SXF04,,
30SXF53,,
30SWF93,,
30SXF33,,
30SXF13,,
30SXF43,,
30SXF03,,
30SXF23,,
30SWF83,,
30SXF22,,
30SWF92,,
30SXF12,,
30SWF82,,
30SXF02,,
30SXF32,,
30SXF42,,
30SXF21,,
29SQA35,Andalucía,Cádiz
29SQA24,,
29SQA34,,
29SQA13,,
29SQA45,Andalucía,Cádiz
29SQA55,Andalucía,Cádiz
29SQA65,Andalucía,Cádiz
30STF35,Andalucía,Cádiz
30STF45,Andalucía,Cádiz
30STF55,Andalucía,Cádiz
30STF65,Andalucía,Cádiz
30STF75,Andalucía,Málaga
30STF75,Andalucía,Cádiz
30STF85,Andalucía,Málaga
30STF85,Andalucía,Cádiz
30STF95,Andalucía,Málaga
30STF95,Andalucía,Cádiz
30SUF05,Andalucía,Málaga
30SUF15,Andalucía,Málaga
30SUF25,Andalucía,Málaga
30SUF35,Andalucía,Málaga
30SUF45,Andalucía,Málaga
30SUF55,Andalucía,Málaga
30SUF65,Andalucía,Málaga
30SUF75,Andalucía,Málaga
30SUF84,,
30SUF74,,
30SUF83,,
30SUF93,,
30SUF92,,
30SWF25,Andalucía,Almería
30SWF34,,
30SWF24,,
30SWF14,,
30SWF33,,
30SWF43,,
30SWF03,,
30SWF13,,
30SWF23,,
30SWF12,,
30SWF32,,
30SWF22,,
30SWF42,,
30SWF02,,
29SQA44,Andalucía,Cádiz
29SQA54,Andalucía,Cádiz
29SQA64,Andalucía,Cádiz
30STF34,Andalucía,Cádiz
30STF44,Andalucía,Cádiz
30STF54,Andalucía,Cádiz
30STF64,Andalucía,Málaga
30STF64,Andalucía,Cádiz
30STF74,Andalucía,Málaga
30STF74,Andalucía,Cádiz
30STF84,Andalucía,Málaga
30STF84,Andalucía,Cádiz
30STF94,Andalucía,Málaga
30SUF04,Andalucía,Málaga
30SUF14,Andalucía,Málaga
30SUF24,Andalucía,Málaga
30SUF34,Andalucía,Málaga
30SUF33,,
30SUF44,Andalucía,Málaga
30SUF54,Andalucía,Málaga
30SUF53,,
30SUF64,Andalucía,Málaga
30SUF73,,
30SUF63,,
30SUF82,,
30SUF62,,
30SUF72,,
29SQA23,,
29SQA33,,
29SQA43,Andalucía,Cádiz
29SQA53,Andalucía,Cádiz
29SQA63,Andalucía,Cádiz
30STF33,Andalucía,Cádiz
